Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet
26,56,5.15,22.98,2.6571,596.752,11.93514,E04001
26,56,5.15,22.98,2.6621,599.196,11.98402,E04001
26,56,5.15,22.98,2.6671,601.588,12.03186,E04001
26,56,5.15,22.98,2.6721,603.98,12.0797,E04001
26,56,5.15,22.98,2.6771,606.32,12.1265,E04001
26,56,5.15,22.98,2.6821,608.712,12.17434,E04001
26,56,5.15,22.98,2.6871,611.052,12.22114,E04001
26,56,5.15,22.98,2.6921,613.392,12.26794,E04001
26,56,5.15,22.98,2.6971,615.732,12.31474,E04001
26,56,5.15,22.98,2.7021,618.02,12.3605,E04001
26,56,5.15,22.98,2.7071,620.36,12.4073,E04001
26,56,5.15,22.98,2.7121,622.648,12.45306,E04001
26,56,5.15,22.98,2.7171,624.884,12.49778,E04001
26,56,5.15,22.98,2.7221,627.172,12.54354,E04001
26,56,5.15,22.98,2.7271,629.408,12.58826,E04001
26,56,5.15,22.98,2.7321,631.644,12.63298,E04001
26,56,5.15,22.98,2.7371,633.88,12.6777,E04001
26,56,5.15,22.98,2.7421,636.116,12.72242,E04001
26,56,5.15,22.98,2.7471,638.3,12.7661,E04001
26,56,5.15,22.98,2.7521,640.484,12.80978,E04001
26,56,5.15,22.98,2.7571,642.668,12.85346,E04001
26,56,5.15,22.98,2.7621,644.852,12.89714,E04001
26,56,5.15,22.98,2.7671,646.984,12.93978,E04001
26,56,5.15,22.98,2.7721,649.168,12.98346,E04001
26,56,5.15,22.98,2.7771,651.3,13.0261,E04001
26,56,5.15,22.98,2.7821,653.38,13.0677,E04001
26,56,5.15,22.98,2.7871,655.512,13.11034,E04001
26,56,5.15,22.98,2.7921,657.592,13.15194,E04001
26,56,5.15,22.98,2.7971,659.672,13.19354,E04001
26,56,5.15,22.98,2.8021,661.752,13.23514,E04001
26,56,5.15,22.98,2.8071,663.832,13.27674,E04001
26,56,5.15,22.98,2.8121,665.86,13.3173,E04001
26,56,5.15,22.98,2.8171,667.94,13.3589,E04001
26,56,5.15,22.98,2.8221,669.968,13.39946,E04001
26,56,5.15,22.98,2.8271,671.944,13.43898,E04001
26,56,5.15,22.98,2.8321,673.972,13.47954,E04001
26,56,5.15,22.98,2.8371,676,13.5201,E04001
26,56,5.15,22.98,2.8421,677.976,13.55962,E04001
26,56,5.15,22.98,2.8471,679.952,13.59914,E04001
26,56,5.15,22.98,2.8521,681.876,13.63762,E04001
26,56,5.15,22.98,2.8571,683.852,13.67714,E04001
26,56,5.15,22.98,2.8621,685.776,13.71562,E04001
26,56,5.15,22.98,2.8671,687.7,13.7541,E04001
26,56,5.15,22.98,2.8721,689.624,13.79258,E04001
26,56,5.15,22.98,2.8771,691.548,13.83106,E04001
26,56,5.15,22.98,2.8821,693.42,13.8685,E04001
26,56,5.15,22.98,2.8871,695.344,13.90698,E04001
26,56,5.15,22.98,2.8921,697.216,13.94442,E04001
26,56,5.15,22.98,2.8971,699.088,13.98186,E04001
26,56,5.15,22.98,2.9021,700.908,14.01826,E04001
26,56,5.15,22.98,2.9071,702.78,14.0557,E04001
26,56,5.15,22.98,2.9121,704.6,14.0921,E04001
26,56,5.15,22.98,2.9171,706.42,14.1285,E04001
26,56,5.15,22.98,2.9221,708.24,14.1649,E04001
26,56,5.15,22.98,2.9271,710.06,14.2013,E04001
26,56,5.15,22.98,2.9321,711.828,14.23666,E04001
26,56,5.15,22.98,2.9371,713.648,14.27306,E04001
26,56,5.15,22.98,2.9421,715.416,14.30842,E04001
26,56,5.15,22.98,2.9471,717.184,14.34378,E04001
26,56,5.15,22.98,2.9521,718.952,14.37914,E04001
26,56,3.116,24.98,1.4338,2362.256,47.24522,E04001
26,56,3.116,24.98,1.4388,2372.136,47.44282,E04001
26,56,3.116,24.98,1.4438,2380.976,47.61962,E04001
26,56,3.116,24.98,1.4488,2389.868,47.79746,E04001
26,56,3.116,24.98,1.4538,2399.02,47.9805,E04001
26,56,3.116,24.98,1.4588,2407.392,48.14794,E04001
26,56,3.116,24.98,1.4638,2416.232,48.32474,E04001
26,56,3.116,24.98,1.4688,2424.76,48.4953,E04001
26,56,3.116,24.98,1.4738,2432.716,48.65442,E04001
26,56,3.116,24.98,1.4788,2441.296,48.82602,E04001
26,56,3.116,24.98,1.4838,2449.304,48.98618,E04001
26,56,3.116,24.98,1.4888,2456.792,49.13594,E04001
26,56,3.116,24.98,1.4938,2465.112,49.30234,E04001
26,56,3.116,24.98,1.4988,2472.6,49.4521,E04001
26,56,3.116,24.98,1.5038,2479.724,49.59458,E04001
26,56,3.116,24.98,1.5088,2487.628,49.75266,E04001
26,56,3.116,24.98,1.5138,2494.7,49.8941,E04001
26,56,3.116,24.98,1.5188,2501.356,50.02722,E04001
26,56,3.116,24.98,1.5238,2508.896,50.17802,E04001
26,56,3.116,24.98,1.5288,2515.552,50.31114,E04001
26,56,3.116,24.98,1.5338,2521.896,50.43802,E04001
26,56,3.116,24.98,1.5388,2528.916,50.57842,E04001
26,56,3.116,24.98,1.5438,2535.104,50.70218,E04001
26,56,3.116,24.98,1.5488,2541.136,50.82282,E04001
26,56,3.116,24.98,1.5538,2547.636,50.95282,E04001
26,56,3.116,24.98,1.5588,2553.408,51.06826,E04001
26,56,3.116,24.98,1.5638,2558.972,51.17954,E04001
26,56,3.116,24.98,1.5688,2565.108,51.30226,E04001
26,56,3.116,24.98,1.5738,2570.516,51.41042,E04001
26,56,3.116,24.98,1.5788,2575.56,51.5113,E04001
26,56,3.116,24.98,1.5838,2581.332,51.62674,E04001
26,56,3.116,24.98,1.5888,2586.324,51.72658,E04001
26,56,3.116,24.98,1.5938,2591.056,51.82122,E04001
26,56,3.116,24.98,1.5988,2596.308,51.92626,E04001
26,56,3.116,24.98,1.6038,2600.936,52.01882,E04001
26,56,3.116,24.98,1.6088,2605.304,52.10618,E04001
26,56,3.116,24.98,1.6138,2610.088,52.20186,E04001
26,56,3.116,24.98,1.6188,2614.404,52.28818,E04001
26,56,3.116,24.98,1.6238,2618.356,52.36722,E04001
26,56,3.116,24.98,1.6288,2622.724,52.45458,E04001
26,56,3.116,24.98,1.6338,2626.676,52.53362,E04001
26,56,3.116,24.98,1.6388,2630.316,52.60642,E04001
26,56,3.116,24.98,1.6438,2634.06,52.6813,E04001
26,56,3.116,24.98,1.6488,2637.856,52.75722,E04001
26,56,3.116,24.98,1.6538,2641.184,52.82378,E04001
26,56,3.116,24.98,1.6588,2644.46,52.8893,E04001
26,56,3.116,24.98,1.6638,2647.944,52.95898,E04001
26,56,3.116,24.98,1.6688,2650.96,53.0193,E04001
26,56,3.116,24.98,1.6738,2653.82,53.0765,E04001
26,56,3.116,24.98,1.6788,2656.992,53.13994,E04001
26,56,3.116,24.98,1.6838,2659.748,53.19506,E04001
26,56,3.116,24.98,1.6888,2662.296,53.24602,E04001
26,56,3.116,24.98,1.6938,2665,53.3001,E04001
26,56,3.116,24.98,1.6988,2667.548,53.35106,E04001
26,56,3.116,24.98,1.7038,2669.836,53.39682,E04001
26,56,3.116,24.98,1.7088,2672.072,53.44154,E04001
26,56,3.116,24.98,1.7138,2674.412,53.48834,E04001
26,56,3.116,24.98,1.7188,2676.44,53.5289,E04001
26,56,3.116,24.98,1.7238,2678.364,53.56738,E04001
26,56,3.116,24.98,1.7288,2680.444,53.60898,E04001
26,56,3.116,24.98,1.7338,2682.264,53.64538,E04001
26,56,3.116,24.98,1.7388,2683.876,53.67762,E04001
26,56,3.116,24.98,1.7438,2685.54,53.7109,E04001
26,56,3.116,24.98,1.7488,2687.204,53.74418,E04001
26,56,3.116,24.98,1.7538,2688.66,53.7733,E04001
26,56,3.116,24.98,1.7588,2689.96,53.7993,E04001
26,56,3.116,24.98,1.7638,2691.416,53.82842,E04001
26,56,3.116,24.98,1.7688,2692.664,53.85338,E04001
26,56,3.116,24.98,1.7738,2693.756,53.87522,E04001
26,56,3.116,24.98,1.7788,2694.796,53.89602,E04001
26,56,3.116,24.98,1.7838,2695.992,53.91994,E04001
26,56,3.116,24.98,1.7888,2696.928,53.93866,E04001
26,56,3.116,24.98,1.7938,2697.76,53.9553,E04001
26,56,3.116,24.98,1.7988,2698.644,53.97298,E04001
26,56,3.116,24.98,1.8038,2699.476,53.98962,E04001
26,56,3.116,24.98,1.8088,2700.152,54.00314,E04001
26,56,3.116,24.98,1.8138,2700.724,54.01458,E04001
26,56,3.116,24.98,1.8188,2701.452,54.02914,E04001
26,56,3.116,24.98,1.8238,2702.024,54.04058,E04001
26,56,3.116,24.98,1.8288,2702.44,54.0489,E04001
26,56,3.116,24.98,1.8338,2702.856,54.05722,E04001
26,56,3.116,24.98,1.8388,2703.376,54.06762,E04001
26,56,3.116,24.98,1.8438,2703.688,54.07386,E04001
26,56,3.116,24.98,1.8488,2703.948,54.07906,E04001
26,56,3.116,24.98,1.8538,2704.208,54.08426,E04001
26,56,3.116,24.98,1.8588,2704.468,54.08946,E04001
26,56,3.116,24.98,1.8638,2704.624,54.09258,E04001
26,56,3.116,24.98,1.8688,2704.676,54.09362,E04001
26,56,3.116,24.98,1.8738,2704.78,54.0957,E04001
26,56,3.116,24.98,1.8788,2704.884,54.09778,E04001
26,56,3.116,24.98,1.8838,2704.832,54.09674,E04001
26,56,3.116,24.98,1.8888,2704.78,54.0957,E04001
26,56,3.116,24.98,1.8938,2704.676,54.09362,E04001
26,56,3.116,24.98,1.8988,2704.624,54.09258,E04001
26,56,3.116,24.98,1.9038,2704.416,54.08842,E04001
26,56,3.116,24.98,1.9088,2704.208,54.08426,E04001
26,56,3.116,24.98,1.9138,2704,54.0801,E04001
26,56,3.116,24.98,1.9188,2703.792,54.07594,E04001
26,56,3.116,24.98,1.9238,2703.48,54.0697,E04001
26,56,3.116,24.98,1.9288,2703.168,54.06346,E04001
26,56,3.116,24.98,1.9338,2702.804,54.05618,E04001
26,56,3.116,24.98,1.9388,2702.44,54.0489,E04001
26,56,3.116,24.98,1.9438,2702.024,54.04058,E04001
26,56,3.116,24.98,1.9488,2701.608,54.03226,E04001
26,56,3.116,24.98,1.9538,2701.14,54.0229,E04001
26,56,3.116,24.98,1.9588,2700.672,54.01354,E04001
26,56,3.116,24.98,1.9638,2700.152,54.00314,E04001
26,56,3.116,24.98,1.9688,2699.632,53.99274,E04001
26,56,3.116,24.98,1.9738,2699.06,53.9813,E04001
26,56,3.116,24.98,1.9788,2698.488,53.96986,E04001
26,56,3.116,24.98,1.9838,2697.916,53.95842,E04001
26,56,3.116,24.98,1.9888,2697.292,53.94594,E04001
26,56,3.116,24.98,1.9938,2696.616,53.93242,E04001
26,56,3.116,24.98,1.9988,2695.992,53.91994,E04001
26,56,3.116,24.98,2.0038,2695.316,53.90642,E04001
26,56,3.116,24.98,2.0088,2694.64,53.8929,E04001
26,56,3.116,24.98,2.0138,2693.912,53.87834,E04001
26,56,3.116,24.98,2.0188,2693.184,53.86378,E04001
26,56,3.116,24.98,2.0238,2692.456,53.84922,E04001
26,56,3.116,24.98,2.0288,2691.728,53.83466,E04001
26,56,3.116,24.98,2.0338,2690.948,53.81906,E04001
26,56,3.116,24.98,2.0388,2690.116,53.80242,E04001
26,56,3.116,24.98,2.0438,2689.388,53.78786,E04001
26,56,3.116,24.98,2.0488,2688.556,53.77122,E04001
26,56,3.116,24.98,2.0538,2687.776,53.75562,E04001
26,56,3.116,24.98,2.0588,2686.944,53.73898,E04001
26,56,3.116,24.98,2.0638,2686.112,53.72234,E04001
26,56,3.116,24.98,2.0688,2685.28,53.7057,E04001
26,56,3.116,24.98,2.0738,2684.448,53.68906,E04001
26,56,3.116,24.98,2.0788,2683.564,53.67138,E04001
26,56,3.116,24.98,2.0838,2682.732,53.65474,E04001
26,56,3.116,24.98,2.0888,2681.848,53.63706,E04001
26,56,3.116,24.98,2.0938,2681.016,53.62042,E04001
26,56,3.116,24.98,2.0988,2680.132,53.60274,E04001
26,56,3.116,24.98,2.1038,2679.248,53.58506,E04001
26,56,3.116,24.98,2.1088,2678.364,53.56738,E04001
26,56,3.116,24.98,2.1138,2677.48,53.5497,E04001
26,56,3.116,24.98,2.1188,2676.544,53.53098,E04001
26,56,3.116,24.98,2.1238,2675.66,53.5133,E04001
26,56,3.116,24.98,2.1288,2674.776,53.49562,E04001
26,56,3.116,24.98,2.1338,2673.892,53.47794,E04001
26,56,3.116,24.98,2.1388,2673.008,53.46026,E04001
26,56,3.116,24.98,2.1438,2672.072,53.44154,E04001
26,56,3.116,24.98,2.1488,2671.188,53.42386,E04001
26,56,3.116,24.98,2.1538,2670.252,53.40514,E04001
26,56,3.116,24.98,2.1588,2669.368,53.38746,E04001
26,56,3.116,24.98,2.1638,2668.484,53.36978,E04001
26,56,4.6289,25,1.1533,6.968,0.13946,E04001
26,56,4.6289,25,1.1583,7.384,0.14778,E04001
26,56,4.6289,25,1.1633,7.8,0.1561,E04001
26,56,4.6289,25,1.1683,8.268,0.16546,E04001
26,56,4.6289,25,1.1733,8.736,0.17482,E04001
26,56,4.6289,25,1.1783,9.204,0.18418,E04001
26,56,4.6289,25,1.1833,9.724,0.19458,E04001
26,56,4.6289,25,1.1883,10.244,0.20498,E04001
26,56,4.6289,25,1.1933,10.764,0.21538,E04001
26,56,4.6289,25,1.1983,11.336,0.22682,E04001
26,56,4.6289,25,1.2033,11.908,0.23826,E04001
26,56,4.6289,25,1.2083,12.48,0.2497,E04001
26,56,4.6289,25,1.2133,13.104,0.26218,E04001
26,56,4.6289,25,1.2183,13.728,0.27466,E04001
26,56,4.6289,25,1.2233,14.352,0.28714,E04001
26,56,4.6289,25,1.2283,15.028,0.30066,E04001
26,56,4.6289,25,1.2333,15.704,0.31418,E04001
26,56,4.6289,25,1.2383,16.38,0.3277,E04001
26,56,4.6289,25,1.2433,17.108,0.34226,E04001
26,56,4.6289,25,1.2483,17.784,0.35578,E04001
26,56,4.6289,25,1.2533,18.512,0.37034,E04001
26,56,4.6289,25,1.2583,19.292,0.38594,E04001
26,56,4.6289,25,1.2633,20.02,0.4005,E04001
26,56,4.6289,25,1.2683,20.8,0.4161,E04001
26,56,4.6289,25,1.2733,21.58,0.4317,E04001
26,56,4.6289,25,1.2783,22.36,0.4473,E04001
26,56,4.6289,25,1.2833,23.14,0.4629,E04001
26,56,4.6289,25,1.2883,23.972,0.47954,E04001
26,56,4.6289,25,1.2933,24.752,0.49514,E04001
26,56,4.6289,25,1.2983,25.584,0.51178,E04001
26,56,4.6289,25,1.3033,26.416,0.52842,E04001
26,56,4.6289,25,1.3083,27.3,0.5461,E04001
26,56,4.6289,25,1.3133,28.132,0.56274,E04001
26,56,4.6289,25,1.3183,29.016,0.58042,E04001
26,56,4.6289,25,1.3233,29.9,0.5981,E04001
26,56,4.6289,25,1.3283,30.784,0.61578,E04001
26,56,4.6289,25,1.3333,31.668,0.63346,E04001
26,56,4.6289,25,1.3383,32.604,0.65218,E04001
26,56,4.6289,25,1.3433,33.54,0.6709,E04001
26,56,4.6289,25,1.3483,34.476,0.68962,E04001
26,56,4.6289,25,1.3533,35.412,0.70834,E04001
26,56,4.6289,25,1.3583,36.348,0.72706,E04001
26,56,4.6289,25,1.3633,37.336,0.74682,E04001
26,56,4.6289,25,1.3683,38.324,0.76658,E04001
26,56,4.6289,25,1.3733,39.312,0.78634,E04001
26,56,4.6289,25,1.3783,40.3,0.8061,E04001
26,56,4.6289,25,1.3833,41.288,0.82586,E04001
26,56,4.6289,25,1.3883,42.328,0.84666,E04001
26,56,4.6289,25,1.3933,43.368,0.86746,E04001
26,56,4.6289,25,1.3983,44.408,0.88826,E04001
26,56,4.6289,25,1.4033,45.5,0.9101,E04001
26,56,4.6289,25,1.4083,46.54,0.9309,E04001
26,56,4.6289,25,1.4133,47.632,0.95274,E04001
26,56,4.6289,25,1.4183,48.724,0.97458,E04001
26,56,4.6289,25,1.4233,49.868,0.99746,E04001
26,56,4.6289,25,1.4283,50.96,1.0193,E04001
26,56,4.6289,25,1.4333,52.104,1.04218,E04001
26,56,4.6289,25,1.4383,53.248,1.06506,E04001
26,56,4.6289,25,1.4433,54.444,1.08898,E04001
26,56,4.6289,25,1.4483,55.588,1.11186,E04001
26,56,4.6289,25,1.4533,56.784,1.13578,E04001
26,56,4.6289,25,1.4583,58.032,1.16074,E04001
26,56,4.6289,25,1.4633,59.228,1.18466,E04001
26,56,4.6289,25,1.4683,60.476,1.20962,E04001
26,56,4.6289,25,1.4733,61.724,1.23458,E04001
26,56,4.6289,25,1.4783,62.972,1.25954,E04001
26,56,4.6289,25,1.4833,64.272,1.28554,E04001
26,56,4.6289,25,1.4883,65.52,1.3105,E04001
26,56,4.6289,25,1.4933,66.82,1.3365,E04001
26,56,4.6289,25,1.4983,68.172,1.36354,E04001
26,56,4.6289,25,1.5033,69.524,1.39058,E04001
26,56,4.6289,25,1.5083,70.824,1.41658,E04001
26,56,4.6289,25,1.5133,72.228,1.44466,E04001
26,56,4.6289,25,1.5183,73.58,1.4717,E04001
26,56,4.6289,25,1.5233,74.984,1.49978,E04001
26,56,4.6289,25,1.5283,76.388,1.52786,E04001
26,56,4.6289,25,1.5333,77.792,1.55594,E04001
26,56,4.6289,25,1.5383,79.248,1.58506,E04001
26,56,4.6289,25,1.5433,80.704,1.61418,E04001
26,56,4.6289,25,1.5483,82.16,1.6433,E04001
26,56,4.6289,25,1.5533,83.668,1.67346,E04001
26,56,4.6289,25,1.5583,85.176,1.70362,E04001
26,56,4.6289,25,1.5633,86.684,1.73378,E04001
26,56,4.6289,25,1.5683,88.192,1.76394,E04001
26,56,4.6289,25,1.5733,89.752,1.79514,E04001
26,56,4.6289,25,1.5783,91.312,1.82634,E04001
26,56,4.6289,25,1.5833,92.872,1.85754,E04001
26,56,4.6289,25,1.5883,94.484,1.88978,E04001
26,56,4.6289,25,1.5933,96.096,1.92202,E04001
26,56,4.6289,25,1.5983,97.708,1.95426,E04001
26,56,4.6289,25,1.6033,99.372,1.98754,E04001
26,56,4.6289,25,1.6083,101.036,2.02082,E04001
26,56,4.6289,25,1.6133,102.752,2.05514,E04001
26,56,4.6289,25,1.6183,104.468,2.08946,E04001
26,56,4.6289,25,1.6233,106.184,2.12378,E04001
26,56,4.6289,25,1.6283,107.9,2.1581,E04001
26,56,4.6289,25,1.6333,109.72,2.1945,E04001
26,56,4.6289,25,1.6383,111.488,2.22986,E04001
26,56,4.6289,25,1.6433,113.308,2.26626,E04001
26,56,4.6289,25,1.6483,115.128,2.30266,E04001
26,56,4.6289,25,1.6533,117,2.3401,E04001
26,56,4.6289,25,1.6583,118.872,2.37754,E04001
26,56,4.6289,25,1.6633,120.796,2.41602,E04001
26,56,4.6289,25,1.6683,122.72,2.4545,E04001
26,56,4.6289,25,1.6733,124.644,2.49298,E04001
26,56,4.6289,25,1.6783,126.62,2.5325,E04001
26,56,4.6289,25,1.6833,128.648,2.57306,E04001
26,56,4.6289,25,1.6883,130.624,2.61258,E04001
26,56,4.6289,25,1.6933,132.704,2.65418,E04001
26,56,4.6289,25,1.6983,134.784,2.69578,E04001
26,56,4.6289,25,1.7033,136.864,2.73738,E04001
26,56,4.6289,25,1.7083,138.944,2.77898,E04001
26,56,4.6289,25,1.7133,141.128,2.82266,E04001
26,56,4.6289,25,1.7183,143.312,2.86634,E04001
26,56,4.6289,25,1.7233,145.496,2.91002,E04001
26,56,4.6289,25,1.7283,147.732,2.95474,E04001
26,56,4.6289,25,1.7333,149.968,2.99946,E04001
26,56,4.6289,25,1.7383,152.256,3.04522,E04001
26,56,4.6289,25,1.7433,154.544,3.09098,E04001
26,56,4.6289,25,1.7483,156.832,3.13674,E04001
26,56,4.6289,25,1.7533,159.224,3.18458,E04001
26,56,4.6289,25,1.7583,161.564,3.23138,E04001
26,56,4.6289,25,1.7633,163.956,3.27922,E04001
26,56,4.6289,25,1.7683,166.4,3.3281,E04001
26,56,4.6289,25,1.7733,168.844,3.37698,E04001
26,56,4.6289,25,1.7783,171.34,3.4269,E04001
26,56,4.6289,25,1.7833,173.836,3.47682,E04001
26,56,4.6289,25,1.7883,176.332,3.52674,E04001
26,56,4.6289,25,1.7933,178.88,3.5777,E04001
26,56,4.6289,25,1.7983,181.48,3.6297,E04001
26,56,4.6289,25,1.8033,184.08,3.6817,E04001
26,56,4.6289,25,1.8083,186.68,3.7337,E04001
26,56,4.6289,25,1.8133,189.332,3.78674,E04001
26,56,4.6289,25,1.8183,191.984,3.83978,E04001
26,56,4.6289,25,1.8233,194.688,3.89386,E04001
26,56,4.6289,25,1.8283,197.392,3.94794,E04001
26,56,4.6289,25,1.8333,200.148,4.00306,E04001
26,56,4.6289,25,1.8383,202.852,4.05714,E04001
26,56,4.6289,25,1.8433,205.66,4.1133,E04001
26,56,4.6289,25,1.8483,208.468,4.16946,E04001
26,56,4.6289,25,1.8533,211.224,4.22458,E04001
26,56,4.6289,25,1.8583,214.084,4.28178,E04001
26,56,4.6289,25,1.8633,216.944,4.33898,E04001
26,56,4.6289,25,1.8683,219.804,4.39618,E04001
26,56,4.6289,25,1.8733,222.664,4.45338,E04001
26,56,4.6289,25,1.8783,225.628,4.51266,E04001
26,56,4.6289,25,1.8833,228.54,4.5709,E04001
26,56,4.6289,25,1.8883,231.452,4.62914,E04001
26,56,4.6289,25,1.8933,234.416,4.68842,E04001
26,56,4.6289,25,1.8983,237.432,4.74874,E04001
26,56,4.6289,25,1.9033,240.396,4.80802,E04001
26,56,4.6289,25,1.9083,243.412,4.86834,E04001
26,56,4.6289,25,1.9133,246.48,4.9297,E04001
26,56,4.6289,25,1.9183,249.496,4.99002,E04001
26,56,4.6289,25,1.9233,252.564,5.05138,E04001
26,56,4.6289,25,1.9283,255.632,5.11274,E04001
26,56,4.6289,25,1.9333,258.7,5.1741,E04001
26,56,4.6289,25,1.9383,261.82,5.2365,E04001
26,56,4.6289,25,1.9433,264.94,5.2989,E04001
26,56,4.6289,25,1.9483,268.06,5.3613,E04001
26,56,4.6289,25,1.9533,271.18,5.4237,E04001
26,56,4.6289,25,1.9583,274.352,5.48714,E04001
26,56,4.6289,25,1.9633,277.524,5.55058,E04001
26,56,4.6289,25,1.9683,280.644,5.61298,E04001
26,56,4.6289,25,1.9733,283.868,5.67746,E04001
26,56,4.6289,25,1.9783,287.04,5.7409,E04001
26,56,4.6289,25,1.9833,290.264,5.80538,E04001
26,56,4.6289,25,1.9883,293.436,5.86882,E04001
26,56,4.6289,25,1.9933,296.712,5.93434,E04001
26,56,4.6289,25,1.9983,299.936,5.99882,E04001
26,56,4.6289,25,2.0033,303.16,6.0633,E04001
26,56,4.6289,25,2.0083,306.436,6.12882,E04001
26,56,4.6289,25,2.0133,309.66,6.1933,E04001
26,56,4.6289,25,2.0183,312.936,6.25882,E04001
26,56,4.6289,25,2.0233,316.212,6.32434,E04001
26,56,4.6289,25,2.0283,319.488,6.38986,E04001
26,56,4.6289,25,2.0333,322.764,6.45538,E04001
26,56,4.6289,25,2.0383,326.04,6.5209,E04001
26,56,4.6289,25,2.0433,329.368,6.58746,E04001
26,56,4.6289,25,2.0483,332.644,6.65298,E04001
26,56,4.6289,25,2.0533,335.92,6.7185,E04001
26,56,4.6289,25,2.0583,339.248,6.78506,E04001
26,56,4.6289,25,2.0633,342.576,6.85162,E04001
26,56,4.6289,25,2.0683,345.904,6.91818,E04001
26,56,4.6289,25,2.0733,349.18,6.9837,E04001
26,56,4.6289,25,2.0783,352.508,7.05026,E04001
26,56,4.6289,25,2.0833,355.836,7.11682,E04001
26,56,4.6289,25,2.0883,359.164,7.18338,E04001
26,56,4.6289,25,2.0933,362.492,7.24994,E04001
26,56,4.6289,25,2.0983,365.82,7.3165,E04001
26,56,4.6289,25,2.1033,369.148,7.38306,E04001
26,56,4.6289,25,2.1083,372.476,7.44962,E04001
26,56,4.6289,25,2.1133,375.804,7.51618,E04001
26,56,4.6289,25,2.1183,379.132,7.58274,E04001
26,56,4.6289,25,2.1233,382.46,7.6493,E04001
26,56,4.6289,25,2.1283,385.788,7.71586,E04001
26,56,4.6289,25,2.1333,389.116,7.78242,E04001
26,56,4.6289,25,2.1383,392.444,7.84898,E04001
26,56,4.6289,25,2.1433,395.772,7.91554,E04001
26,56,4.6289,25,2.1483,399.1,7.9821,E04001
26,56,4.6289,25,2.1533,402.428,8.04866,E04001
26,56,4.6289,25,2.1583,405.704,8.11418,E04001
26,56,4.6289,25,2.1633,409.032,8.18074,E04001
26,56,4.6289,25,2.1683,412.36,8.2473,E04001
26,56,4.6289,25,2.1733,415.636,8.31282,E04001
26,56,4.6289,25,2.1783,418.912,8.37834,E04001
26,56,4.6289,25,2.1833,422.24,8.4449,E04001
26,56,4.6289,25,2.1883,425.516,8.51042,E04001
26,56,4.6289,25,2.1933,428.792,8.57594,E04001
26,56,4.6289,25,2.1983,432.068,8.64146,E04001
26,56,4.6289,25,2.2033,435.344,8.70698,E04001
26,56,4.6289,25,2.2083,438.62,8.7725,E04001
26,56,4.6289,25,2.2133,441.896,8.83802,E04001
26,56,4.6289,25,2.2183,445.12,8.9025,E04001
26,56,4.6289,25,2.2233,448.396,8.96802,E04001
26,56,4.6289,25,2.2283,451.62,9.0325,E04001
26,56,4.6289,25,2.2333,454.844,9.09698,E04001
26,56,4.6289,25,2.2383,458.068,9.16146,E04001
26,56,4.6289,25,2.2433,461.292,9.22594,E04001
26,56,4.6289,25,2.2483,464.516,9.29042,E04001
26,56,4.6289,25,2.2533,467.688,9.35386,E04001
26,56,4.6289,25,2.2583,470.912,9.41834,E04001
26,56,4.6289,25,2.2633,474.084,9.48178,E04001
26,56,4.6289,25,2.2683,477.256,9.54522,E04001
26,56,4.6289,25,2.2733,480.428,9.60866,E04001
26,56,4.6289,25,2.2783,483.548,9.67106,E04001
26,56,4.6289,25,2.2833,486.72,9.7345,E04001
26,56,4.6289,25,2.2883,489.84,9.7969,E04001
26,56,4.6289,25,2.2933,492.96,9.8593,E04001
26,56,4.6289,25,2.2983,496.08,9.9217,E04001
26,56,4.6289,25,2.3033,499.2,9.9841,E04001
26,56,4.6289,25,2.3083,502.268,10.04546,E04001
26,56,4.6289,25,2.3133,505.336,10.10682,E04001
26,56,4.6289,25,2.3183,508.456,10.16922,E04001
26,56,4.6289,25,2.3233,511.524,10.23058,E04001
26,56,4.6289,25,2.3283,514.54,10.2909,E04001
26,56,4.6289,25,2.3333,517.556,10.35122,E04001
26,56,4.6289,25,2.3383,520.624,10.41258,E04001
26,56,4.6289,25,2.3433,523.64,10.4729,E04001
26,56,4.6289,25,2.3483,526.604,10.53218,E04001
26,56,4.6289,25,2.3533,529.62,10.5925,E04001
26,56,4.6289,25,2.3583,532.584,10.65178,E04001
26,56,4.6289,25,2.3633,535.548,10.71106,E04001
26,56,4.6289,25,2.3683,538.512,10.77034,E04001
26,56,4.6289,25,2.3733,541.424,10.82858,E04001
26,56,4.6289,25,2.3783,544.388,10.88786,E04001
26,56,4.6289,25,2.3833,547.3,10.9461,E04001
26,56,4.6289,25,2.3883,550.212,11.00434,E04001
26,56,4.6289,25,2.3933,553.072,11.06154,E04001
26,56,4.6289,25,2.3983,555.932,11.11874,E04001
26,56,4.6289,25,2.4033,558.792,11.17594,E04001
26,56,4.6289,25,2.4083,561.652,11.23314,E04001
26,56,4.6289,25,2.4133,564.46,11.2893,E04001
26,56,4.6289,25,2.4183,567.268,11.34546,E04001
26,56,4.6289,25,2.4233,570.128,11.40266,E04001
26,56,4.6289,25,2.4283,572.884,11.45778,E04001
26,56,4.6289,25,2.4333,575.692,11.51394,E04001
26,56,4.6289,25,2.4383,578.448,11.56906,E04001
26,56,4.6289,25,2.4433,581.204,11.62418,E04001
26,56,4.6289,25,2.4483,583.96,11.6793,E04001
26,56,4.6289,25,2.4533,586.664,11.73338,E04001
26,56,4.6289,25,2.4583,589.368,11.78746,E04001
