Z,A,E0,ThetaDeg,nu,cross,error,dataSet,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0081,3562.832,71.25664,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0101,3568.968,71.37936,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0121,3576.248,71.52496,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0141,3583.008,71.66016,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0161,3589.508,71.79016,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0181,3595.8,71.916,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0201,3602.04,72.0408,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0221,3608.124,72.16248,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0241,3615.508,72.31016,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0261,3622.216,72.44432,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0281,3628.612,72.57224,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0301,3634.904,72.69808,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0321,3641.04,72.8208,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0341,3647.488,72.94976,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0361,3654.04,73.0808,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0381,3661.268,73.22536,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0401,3667.664,73.35328,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0421,3673.852,73.47704,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0441,3680.04,73.6008,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0461,3686.852,73.73704,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0481,3693.3,73.866,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0501,3700.268,74.00536,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0521,3706.612,74.13224,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0541,3712.8,74.256,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0561,3719.456,74.38912,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0581,3726.112,74.52224,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0601,3732.508,74.65016,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0621,3738.696,74.77392,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0641,3745.56,74.9112,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0661,3751.748,75.03496,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0681,3758.82,75.1764,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0701,3765.372,75.30744,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0721,3771.716,75.43432,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0741,3777.904,75.55808,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0761,3783.988,75.67976,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0781,3791.32,75.8264,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0801,3798.184,75.96368,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0821,3804.684,76.09368,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0841,3810.976,76.21952,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0861,3817.164,76.34328,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0881,3823.248,76.46496,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0901,3830.84,76.6168,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0921,3837.6,76.752,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0941,3844.1,76.882,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0961,3850.392,77.00784,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.0981,3856.58,77.1316,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1001,3863.184,77.26368,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1021,3870.152,77.40304,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1041,3877.276,77.54552,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1061,3883.776,77.67552,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1081,3890.172,77.80344,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1101,3896.516,77.93032,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1121,3903.588,78.07176,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1141,3910.972,78.21944,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1161,3923.92,78.4784,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1181,3930.524,78.61048,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1201,3936.66,78.7332,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1221,3942.692,78.85384,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1241,3949.712,78.99424,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1261,3956.472,79.12944,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1281,3962.816,79.25632,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1301,3968.952,79.37904,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1321,3975.4,79.508,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1341,3981.64,79.6328,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1361,3988.816,79.77632,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1381,3995.472,79.90944,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1401,4001.764,80.03528,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1421,4007.9,80.158,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1441,4013.88,80.2776,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1461,4020.744,80.41488,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1481,4027.868,80.55736,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1501,4034.42,80.6884,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1521,4040.712,80.81424,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1541,4046.848,80.93696,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1561,4052.828,81.05656,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1581,4059.484,81.18968,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1601,4066.504,81.33008,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1621,4073.368,81.46736,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1641,4079.608,81.59216,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1661,4085.744,81.71488,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1681,4091.724,81.83448,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1701,4098.484,81.96968,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1721,4105.504,82.11008,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1741,4111.952,82.23904,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1761,4118.504,82.37008,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1781,4124.588,82.49176,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1801,4130.568,82.61136,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1821,4137.328,82.74656,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1841,4144.348,82.88696,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1861,4150.796,83.01592,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1881,4156.984,83.13968,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1901,4163.276,83.26552,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1921,4169.256,83.38512,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1941,4175.964,83.51928,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1961,4183.036,83.66072,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.1981,4189.484,83.78968,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2001,4195.672,83.91344,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2021,4201.652,84.03304,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2041,4207.528,84.15056,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2061,4214.288,84.28576,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2081,4221.36,84.4272,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2101,4227.86,84.5572,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2121,4234.048,84.68096,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2141,4240.028,84.80056,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2161,4245.852,84.91704,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2181,4251.884,85.03768,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2201,4259.32,85.1864,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2221,4265.872,85.31744,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2241,4272.06,85.4412,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2261,4277.988,85.55976,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2281,4283.812,85.67624,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2301,4289.48,85.7896,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2321,4296.5,85.93,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2341,4303.364,86.06728,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2361,4309.656,86.19312,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2381,4315.584,86.31168,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2401,4321.356,86.42712,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2421,4326.972,86.53944,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2441,4333.68,86.6736,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2461,4340.492,86.80984,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2481,4346.628,86.93256,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2501,4352.504,87.05008,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2521,4358.328,87.16656,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2541,4363.944,87.27888,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2561,4370.028,87.40056,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2581,4376.944,87.53888,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2601,4383.184,87.66368,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2621,4389.008,87.78016,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2641,4394.676,87.89352,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2661,4400.136,88.00272,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2681,4405.7,88.114,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2701,4412.356,88.24712,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2721,4418.96,88.3792,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2741,4424.836,88.49672,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2761,4430.452,88.60904,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2781,4435.86,88.7172,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2801,4441.164,88.82328,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2821,4447.196,88.94392,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2841,4453.852,89.07704,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2861,4459.832,89.19664,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2881,4465.396,89.30792,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2901,4470.804,89.41608,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2921,4476.056,89.52112,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2941,4481.152,89.62304,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2961,4487.496,89.74992,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.2981,4493.788,89.87576,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3001,4499.508,89.99016,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3021,4504.812,90.09624,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3041,4510.012,90.20024,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3061,4515.056,90.30112,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3081,4519.944,90.39888,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3101,4526.704,90.53408,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3121,4532.528,90.65056,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3141,4537.832,90.75664,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3161,4542.98,90.8596,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3181,4547.92,90.9584,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3201,4552.756,91.05512,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3221,4558.372,91.16744,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3241,4564.404,91.28808,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3261,4569.812,91.39624,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3281,4574.856,91.49712,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3301,4579.744,91.59488,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3321,4584.476,91.68952,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3341,4589.156,91.78312,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3361,4594.772,91.89544,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3381,4600.544,92.01088,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3401,4605.64,92.1128,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3421,4610.476,92.20952,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3441,4615.104,92.30208,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3461,4619.628,92.39256,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3481,4623.996,92.47992,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3501,4629.56,92.5912,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3521,4635.072,92.70144,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3541,4639.908,92.79816,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3561,4644.484,92.88968,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3581,4648.904,92.97808,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3601,4653.168,93.06336,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3621,4657.328,93.14656,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3641,4662.684,93.25368,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3661,4667.936,93.35872,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3681,4672.564,93.45128,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3701,4676.88,93.5376,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3721,4681.04,93.6208,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3741,4685.096,93.70192,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3761,4689.048,93.78096,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3781,4694.092,93.88184,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3801,4699.084,93.98168,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3821,4703.4,94.068,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3841,4707.508,94.15016,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3861,4711.512,94.23024,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3881,4715.308,94.30616,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3901,4719.052,94.38104,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3921,4723.68,94.4736,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3941,4728.412,94.56824,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3961,4732.52,94.6504,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.3981,4736.42,94.7284,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4001,4740.112,94.80224,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4021,4743.7,94.874,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4041,4747.184,94.94368,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4061,4751.344,95.02688,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4081,4755.816,95.11632,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4101,4759.768,95.19536,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4121,4763.46,95.2692,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4141,4766.892,95.33784,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4161,4770.272,95.40544,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4181,4773.496,95.46992,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4201,4776.668,95.53336,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4221,4781.192,95.62384,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4241,4785.092,95.70184,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4261,4788.524,95.77048,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4281,4791.8,95.836,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4301,4794.92,95.8984,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4321,4797.936,95.95872,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4341,4800.848,96.01696,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4361,4804.644,96.09288,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4381,4808.44,96.1688,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4401,4811.664,96.23328,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4421,4814.732,96.29464,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4441,4817.592,96.35184,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4461,4820.4,96.408,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4481,4823.052,96.46104,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4501,4825.964,96.51928,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4521,4829.656,96.59312,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4541,4832.828,96.65656,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4561,4835.688,96.71376,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4581,4838.34,96.7668,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4601,4840.888,96.81776,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4621,4843.332,96.86664,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4641,4845.672,96.91344,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4661,4848.792,96.97584,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4681,4851.912,97.03824,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4701,4854.616,97.09232,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4721,4857.06,97.1412,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4741,4859.4,97.188,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4761,4861.584,97.23168,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4781,4863.716,97.27432,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4801,4865.796,97.31592,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4821,4868.708,97.37416,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4841,4871.516,97.43032,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4861,4873.804,97.47608,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4881,4875.936,97.51872,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4901,4877.912,97.55824,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4921,4879.784,97.59568,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4941,4881.604,97.63208,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4961,4883.372,97.66744,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.4981,4886.18,97.7236,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5001,4888.52,97.7704,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5021,4890.444,97.80888,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5041,4892.264,97.84528,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5061,4893.928,97.87856,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5081,4895.54,97.9108,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5101,4897.048,97.94096,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5121,4898.816,97.97632,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5141,4901.052,98.02104,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5161,4902.976,98.05952,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5181,4904.588,98.09176,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5201,4906.096,98.12192,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5221,4907.5,98.15,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5241,4908.8,98.176,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5261,4910.048,98.20096,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5281,4911.452,98.22904,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5301,4913.428,98.26856,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5321,4915.04,98.3008,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5341,4916.34,98.3268,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5361,4917.536,98.35072,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5381,4918.68,98.3736,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5401,4919.72,98.3944,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5421,4920.656,98.41312,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5441,4921.592,98.43184,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5461,4923.204,98.46408,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5481,4924.66,98.4932,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5501,4925.752,98.51504,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5521,4926.688,98.53376,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5541,4927.52,98.5504,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5561,4928.3,98.566,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5581,4928.976,98.57952,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5601,4929.652,98.59304,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5621,4930.848,98.61696,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5641,4932.044,98.64088,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5661,4932.824,98.65648,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5681,4933.5,98.67,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5701,4934.124,98.68248,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5721,4934.644,98.69288,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5741,4935.112,98.70224,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5761,4935.528,98.71056,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5781,4936.256,98.72512,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5801,4937.192,98.74384,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5821,4937.764,98.75528,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5841,4938.232,98.76464,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5861,4938.596,98.77192,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5881,4938.856,98.77712,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5901,4939.116,98.78232,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5921,4939.272,98.78544,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5941,4939.428,98.78856,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5961,4940.052,98.80104,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.5981,4940.624,98.81248,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.6001,4940.884,98.81768,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.6021,4940.988,98.81976,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.6041,4941.092,98.82184,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.6061,4941.092,98.82184,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.6081,4941.04,98.8208,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.6101,4940.936,98.81872,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.6121,4941.144,98.82288,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.6141,4941.456,98.82912,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.6161,4941.56,98.8312,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.6181,4941.508,98.83016,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.6201,4941.352,98.82704,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.6221,4941.144,98.82288,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.6241,4940.936,98.81872,E04001,,,,,,,,,,,,,,,
26,56,3.4889,20,1.6261,4940.624,98.81248,E04001,,,,,,,,,,,,,,,
